company,phone,website,address,category,rating,reviews,score,source,status
Perspectiva,+7 778 781 1178,https://perspectiva.kz/,"микрорайон Самал-2 80, Алматы 050051, Казахстан",Ломбард,5,5,15,google_maps_apify,new
Интернет-магазин ZooTovary.kz,+7 776 600 6060,,"Жамбыла 131, офис 27 Алматы ААО, 050000, Казахстан",Зоомагазин,,0,15,google_maps_apify,new
FE Tech.,+7 701 743 7183,https://fetech.kz/,"Жамбыла 211/71, Помещение 127, Алматы 050009, Казахстан",Магазин аудиоаппаратуры,5,1,15,google_maps_apify,new
"ТОО ""Феникс компани""",,,"6XH9+XH8, Алматы, Казахстан",Офис,4.5,12,15,google_maps_apify,new
Almaty Textile Group,,,"пр-т. Райымбека 212/20, Алматы 050000, Казахстан",Оптовая продажа тканей,,0,15,google_maps_apify,new
Интернет-магазин Meloris,+7 701 734 9169,,"пр-т. Райымбека 212/1, Алматы 050000, Казахстан",Служба дистрибуции,,0,15,google_maps_apify,new
ТОО ЕвроГостСнаб,+7 7272 44 86 41,,"212 а корпус, Райымбек даңғылы 4, Алматы 050000, Казахстан",Магазин напольных покрытий,,0,15,google_maps_apify,new
Eagle Asia,+7 777 990 9903,http://www.eagleasia.co/,"Nurly-Tau Business Center Al-Farabi 7K block 4A Office No 37, Алматы 050059, Казахстан",Импортно-экспортная компания,3.7,3,15,google_maps_apify,new
"Асбестоцементные, хризотилцементные трубы в Алматы -ТОО АВИМКОМ",+7 708 983 4403,https://avimcom.kz/,"Төле би көшесі 293, Алматы 050031, Казахстан",Оптовая торговля за наличный расчёт без доставки товара,5,4,15,google_maps_apify,new
"SeeOzone.kz-представители kraftool, зубр, auroraPro overman (оверман), holzmann",+7 700 173 3696,https://seeozone.kz/,"БЦ Birlik, улица Толе Би 302Б, Алматы 050031, Казахстан",Оптовая продажа инструмента,5,188,45,google_maps_apify,new
1000 и 1 кафель,+7 701 410 6764,https://1001-kafel.satu.kz/,"ул.Толе би,285, 2 этаж, Алматы 050061, Казахстан",Магазин товаров для дома,2.5,2,15,google_maps_apify,new
"МАГАЗИН ЭЛЕКТРОИНСТРУМЕНТОВ, СТАНКОВ, ОБОРУДОВАНИЯ NKTRADE.KZ",+7 707 700 0562,https://nktrade.kz/,"050031, улица Толе Би 302Б, Алматы, Казахстан",Оптовая продажа инструмента,5,4,15,google_maps_apify,new
ТОО «ETALIN LIGHTING GROUP KAZAKHSTAN»,+7 727 356 1105,,"улица Толе Би 304, Алматы, Казахстан",Консультант по освещению,,0,15,google_maps_apify,new
Компания QURAL MARKET,+7 707 710 5500,,"улица Толе Би 304, Алматы, Казахстан",Магазин инструмента,,0,15,google_maps_apify,new
"ТОО ""БАТ"" Дистрибьютор фирмы NOVOL",+7 701 744 8338,https://batcolor.kz/contacts,"улица Толе Би 304, Алматы, Казахстан",Магазин красок,4.5,4,15,google_maps_apify,new
"TOO "" AGRONTIS """,+7 776 214 9998,,"пр. Райымбек 496 А , офис 413 Алматы Ауэзовский р-н, 050031, Казахстан",Всё для сварочных работ,,0,15,google_maps_apify,new
UrbanLine Аксай,+7 700 164 6456,https://urbn.kz/,"мкр-н Аксай 3, 7, Алматы 050000, Казахстан",Магазин кальянов,4.8,32,30,google_maps_apify,new
Hassanov Home мозаика и плитка,+7 707 117 0517,http://hassanovhome.kz/,"Ул. Кабдолова 1/8, ТК «Армада», блок 1, перекресток D3 Первая Линия бутик 22, Алматы 050031, Казахстан",Строительный магазин,5,1,15,google_maps_apify,new
Нан-Хлеб,,,"ул. Куанышбаева 34-40, Алматы 050000, Казахстан",Пекарня с оптовым магазином-булочной,4.6,9,15,google_maps_apify,new
Asian Media Textile,+7 7272 76 27 01,https://amtextile.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,"улица Жубанова 3А, Алматы 050000, Казахстан",Производитель,3,2,15,google_maps_apify,new
Золотой Базар,+7 7272 30 10 10,,"ул. Кабдолова 1/3, Алматы 050000, Казахстан",Ювелирный магазин,5,3,15,google_maps_apify,new
Cosmex,+7 700 155 0909,https://cosmex.kz/,"ТРЦ Grand Park, ул. Кабдолова 1/4, Алматы 055552, Казахстан",Магазин товаров для салонов красоты,,0,15,google_maps_apify,new
Русский ювелир,+7 7272 28 15 39,,"ул. Кабдолова 1/3, Алматы 050062, Казахстан",Ювелирный магазин,5,5,15,google_maps_apify,new
Darada,+7 701 324 7722,https://darada.kz/,"Микрорайон 2 8, Алматы 050062, Казахстан",Магазин запчастей и аксессуаров для грузовиков,1,1,15,google_maps_apify,new
Line,+7 7272 27 30 49,http://line-ltd.kz/,"ул. Кабдолова 1/8, ТК ""Армада"", блок 1, бутик 002, Алматы 050000, Казахстан",Магазин осветительных приборов,,0,15,google_maps_apify,new
ПромТехСнаб,+7 727 329 7167,https://pts.com.kz/,"Алматы, ул. Маречека 2 (уг.улицы Мате Залки), Алматы, Казахстан",Поставщик промышленного оборудования,4.5,13,15,google_maps_apify,new
ТОО DKSTOK,+7 771 454 2830,https://dkstok.kz/,"улица Утеген Батыра 17А, Алматы 500080, Казахстан",Оптовая торговля,5,6,15,google_maps_apify,new
Интернет-магазин Орхидеи,+7 776 281 2808,https://orchids.kz/,"улица Утеген Батыра, 11 А, БЦ Сайран Сити, каб 108, Алматы 050062, Казахстан",Интернет-магазин,5,1,15,google_maps_apify,new
"Магазин Электроинструментов ""БиСиЭм""",+7 777 836 8222,https://bcm.kz/,"ул. Немировича-Данченко д. 54 / уг. пр Рыскулова, улица Немировича-Данченко 54, Алматы 050056, Казахстан",Магазин инструмента,4.7,35,30,google_maps_apify,new
Магазин BESTORG Service,+7 708 515 9531,http://bestorg.kz/,"улица Немировича-Данченко 26/4, Алматы 050061, Казахстан",Магазин спецодежды,4.5,14,15,google_maps_apify,new
IT Vendor ТОО,+7 707 421 6040,https://www.idpkz.kz/,"ул. Магаданская 62В, Алматы 050061, Казахстан",Оптовая продажа компьютерной техники,3.4,5,15,google_maps_apify,new
Каталог обуви INBLU Казахстан,+7 7272 47 87 79,http://inblu.kz/%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D1%8B/,"улица Немировича-Данченко 18B, Алматы 050061, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Mebelkaz,+7 747 205 8000,https://mebelkaz.kz/,"ТЦ Алатау, пр-т. Турара Рыскулова 103\3, Алматы, Казахстан",Магазин корпусной мебели,,0,15,google_maps_apify,new
OTOS,+7 702 555 7818,http://otos.kz/,"улица Немировича-Данченко 18А, Алматы 050000, Казахстан",Магазин,5,1,15,google_maps_apify,new
ТОО Теплоивест Азия,+7 727 338 7706,http://teploinvest.kz/,"улица Немировича-Данченко 22, Алматы 050061, Казахстан",Поставщик отопительного оборудования,4.5,31,30,google_maps_apify,new
"ТОО ""КазПромИмпорт""",+7 700 180 0887,https://kazpromimport.kz/contacts,"БЦ ""Массагет"", мкр. Курылысши, ул Кокорай 2А/1, Алматы, Казахстан",Поставщик научного оборудования,1,1,15,google_maps_apify,new
EmerGem,+7 707 978 9202,http://emergem.kz/,"улица Емцова 26, н, Алматы 050061, Казахстан",Продажа алмазов,,0,15,google_maps_apify,new
"Мебельные ткани ""Сактекс"" Saktex, Ткани для мебели Алматы, Мебельные ткани оптом и в розницу Алматы",+7 705 195 8822,https://www.instagram.com/mebelnye_tkani/,"бутик, вход, Улица Ырысты 46/2а ""Строй Сити Бакорда"", 98, Алматы 050061, Казахстан",Оптовая продажа тканей,5,4,15,google_maps_apify,new
ТОО Аккурат,+7 700 033 0055,https://accurat.kz/,"ул. Отрарская 58, Алматы 050000, Казахстан",Производитель,,0,15,google_maps_apify,new
Caspian Star Company,+7 778 850 2175,,"ул. Ырысты 46/2а, Алматы 050061, Казахстан",Магазин керамической плитки,5,1,15,google_maps_apify,new
ТОО НВ-ЛАБ Казахстан,+7 727 313 1348,https://www.nv-lab.kz/,"ул. Отрарская 19 Б, Алматы 050050, Казахстан",Поставщик лабораторного оборудования,5,1,15,google_maps_apify,new
"Веломагазин Алматы ""TenaCity""",+7 707 055 5279,https://www.instagram.com/tenacity.kz/,"Проспект Рыскулова 103/21Б Улица Ырысты 46/2 Бакорда Кар Сити 3 вход, бутик 136, Алматы 050061, Казахстан",Веломагазин,4,2,15,google_maps_apify,new
DNS,+7 800 080-70-22,https://dns-shop.kz/,"ул. Ырысты 46/4, Алматы 050061, Казахстан",Магазин бытовой техники,,0,15,google_maps_apify,new
Подшипниковая компания СИНАЛ,+7 7272 79 34 54,,"улица Маншук Маметовой 76, Алматы 050004, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Аском,+7 778 746 3638,https://www.askom.kz/rus/contact/filialy/,"улица Толе Би 18, Алматы 050031, Казахстан",Магазин автозапчастей,5,1,15,google_maps_apify,new
DDP,+7 708 328 0808,,"улица Хаджимукана 8, Алматы 050000, Казахстан",Интернет-магазин,,0,15,google_maps_apify,new
Химия и Технология,+7 727 333 6099,https://www.cht.kz/,"Самал-3 дом 33/1, Алматы 050059, Казахстан",Химический завод,3.7,3,15,google_maps_apify,new
